24_7_2,0.4,0,0.01,0
24_8_1,0.5,0,0.01,0
25_11_6,0.5,0,0.01,0
25_2_3,0.5,0,0.01,0
26_1_1,0.4,0,0.01,0
26_1_2,0.4,0,0.01,0
26_2_4,0.6,0,0.01,0
26_4_1,0.4,0,0.01,0
26_8_1,1,0,0.01,0
27_1_6,0.7,0,0.01,0
27_10_1,0.5,0,0.01,0
27_11_4,0.4,0,0.01,0
27_2_1,0.9,0,0.01,0
27_2_3,0.5,0,0.01,0
27_4_4,0.8,0,0.01,0
27_7_1,0.8,0,0.01,0
27_8_4,0.4,0,0.01,0
28_2_4,0.6,0,0.01,0
28_4_1,1,0,0.01,0
28_6_2,0.6,0,0.01,0
28_8_4,0.5,0,0.01,0
28_9_4,0.4,0,0.01,0
29_1_4,1,0,0.01,0
29_10_1,0.6,0,0.01,0
29_11_6,0.8,0,0.01,0
29_2_3,0.6,0,0.01,0
29_8_1,0.7,0,0.01,0
29_8_3,0.7,0,0.01,0
29_9_1,0.4,0,0.01,0
3_10_2,0.9,0,0.01,0
3_10_3,1,0,0.01,0
3_5_1,0.8,0,0.01,0
3_7_3,0.9,0,0.01,0
3_8_2,0.4,0,0.01,0
3_8_4,0.7,0,0.01,0
4_4_3,0.8,0,0.01,0
4_6_3,0.7,0,0.01,0
4_8_2,0.5,0,0.01,0
4_8_4,0.7,0,0.01,0
4_9_1,0.5,0,0.01,0
5_1_6,0.6,0,0.01,0
5_4_1,0.5,0,0.01,0
5_6_4,1,0,0.01,0
5_8_3,0.4,0,0.01,0
5_9_1,0.7,0,0.01,0
6_10_3,0.6,0,0.01,0
6_11_4,0.9,0,0.01,0
6_4_1,0.9,0,0.01,0
6_6_2,0.6,0,0.01,0
6_6_6,0.7,0,0.01,0
6_7_3,0.7,0,0.01,0
6_8_6,0.6,0,0.01,0
6_9_1,0.9,0,0.01,0
7_10_2,0.7,0,0.01,0
7_11_6,0.5,0,0.01,0
7_4_2,0.8,0,0.01,0
7_5_1,0.6,0,0.01,0
7_5_2,0.7,0,0.01,0
7_6_3,0.7,0,0.01,0
7_9_2,1,0,0.01,0
8_10_2,0.4,0,0.01,0
8_11_3,1,0,0.01,0
8_2_4,0.5,0,0.01,0
8_4_2,0.8,0,0.01,0
9_11_3,0.8,0,0.01,0
9_4_2,0.8,0,0.01,0
9_9_2,1,0,0.01,0
9_9_5,0.5,0,0.01,0
27_3_1,0.2,0.2,0,0.002369103
26_3_2,0.1,0.1,0,0.00118455
28_3_1,0.1,0.1,0,0.00118455
5_3_2,0.1,0.1,0,0.00118455
1_1_5,0.1,0,0,0
1_10_1,0.1,0,0,0
1_10_2,0,0,0,0
1_10_3,0.1,0,0,0
1_10_4,0.1,0,0,0
1_10_5,0.1,0,0,0
1_11_5,0.1,0,0,0
1_2_5,0,0,0,0
1_2_6,0,0,0,0
1_3_3,0,0,0,0
1_3_5,0,0,0,0
1_3_6,0,0,0,0
1_4_5,0,0,0,0
1_4_6,0,0,0,0
1_5_3,0.1,0,0,0
1_5_5,0,0,0,0
1_5_6,0,0,0,0
1_6_5,0,0,0,0
1_6_6,0,0,0,0
1_7_5,0,0,0,0
1_7_6,0,0,0,0
1_8_5,0,0,0,0
1_8_6,0.1,0,0,0
1_9_1,0,0,0,0
1_9_2,0,0,0,0
1_9_3,0.1,0,0,0
1_9_4,0.1,0,0,0
1_9_5,0.1,0,0,0
1_9_6,0,0,0,0
10_1_5,0,0,0,0
10_1_6,0,0,0,0
10_10_5,0,0,0,0
10_11_5,0,0,0,0
10_11_6,0.2,0,0,0
10_2_5,0,0,0,0
10_2_6,0,0,0,0
10_3_3,0,0,0,0
10_3_5,0,0,0,0
10_3_6,0,0,0,0
10_4_1,0,0,0,0
10_4_5,0,0,0,0
10_4_6,0,0,0,0
10_5_1,0.2,0,0,0
10_5_3,0,0,0,0
10_5_4,0,0,0,0
10_5_5,0,0,0,0
10_5_6,0,0,0,0
10_6_3,0,0,0,0
10_6_5,0,0,0,0
10_6_6,0,0,0,0
10_7_5,0,0,0,0
10_7_6,0,0,0,0
10_8_2,0,0,0,0
10_8_4,0.3,0,0,0
10_8_5,0,0,0,0
10_9_2,0.1,0,0,0
10_9_3,0.1,0,0,0
10_9_4,0.4,0,0,0
10_9_5,0.1,0,0,0
10_9_6,0,0,0,0
11_1_5,0,0,0,0
11_1_6,0.1,0,0,0
11_10_5,0.1,0,0,0
11_10_6,0.1,0,0,0
11_11_5,0,0,0,0
11_11_6,0.1,0,0,0
11_2_5,0,0,0,0
11_2_6,0,0,0,0
11_3_3,0,0,0,0
11_3_5,0,0,0,0
11_3_6,0,0,0,0
11_4_2,0.3,0,0,0
11_4_5,0,0,0,0
11_4_6,0,0,0,0
11_5_3,0,0,0,0
11_5_4,0,0,0,0
11_5_5,0,0,0,0
11_5_6,0,0,0,0
11_6_3,0,0,0,0
11_6_5,0,0,0,0
11_6_6,0,0,0,0
11_7_2,0,0,0,0
11_7_5,0,0,0,0
11_7_6,0,0,0,0
11_8_2,0,0,0,0
11_8_3,0.3,0,0,0
11_8_4,0.1,0,0,0
11_8_5,0,0,0,0
11_8_6,0.1,0,0,0
11_9_2,0.1,0,0,0
11_9_3,0.1,0,0,0
11_9_4,0.1,0,0,0
11_9_5,0.1,0,0,0
11_9_6,0,0,0,0
12_1_5,0,0,0,0
12_10_5,0.1,0,0,0
12_10_6,0.1,0,0,0
12_11_3,0,0,0,0
12_11_5,0,0,0,0
12_11_6,0.2,0,0,0
12_2_5,0,0,0,0
12_2_6,0,0,0,0
12_3_3,0,0,0,0
12_3_5,0,0,0,0
12_3_6,0,0,0,0
12_4_2,0.1,0,0,0
12_4_4,0.2,0,0,0
12_4_5,0,0,0,0
12_4_6,0,0,0,0
12_5_1,0.3,0,0,0
12_5_3,0,0,0,0
12_5_4,0,0,0,0
12_5_5,0,0,0,0
12_5_6,0,0,0,0
12_6_3,0,0,0,0
12_6_5,0,0,0,0
12_6_6,0,0,0,0
12_7_3,0.1,0,0,0
12_7_5,0,0,0,0
12_7_6,0,0,0,0
12_8_2,0,0,0,0
12_8_4,0.1,0,0,0
12_8_5,0,0,0,0
12_8_6,0.1,0,0,0
12_9_2,0.1,0,0,0
12_9_3,0,0,0,0
12_9_4,0.1,0,0,0
12_9_5,0.1,0,0,0
12_9_6,0,0,0,0
13_1_5,0,0,0,0
13_1_6,0.1,0,0,0
13_10_5,0.1,0,0,0
13_10_6,0.1,0,0,0
13_11_3,0.2,0,0,0
13_11_5,0,0,0,0
13_11_6,0.1,0,0,0
13_2_5,0,0,0,0
13_2_6,0,0,0,0
13_3_3,0,0,0,0
13_3_5,0,0,0,0
13_3_6,0,0,0,0
13_4_1,0.2,0,0,0
13_4_2,0.1,0,0,0
13_4_3,0.2,0,0,0
13_4_4,0,0,0,0
13_4_5,0,0,0,0
13_4_6,0,0,0,0
13_5_1,0.2,0,0,0
13_5_2,0,0,0,0
13_5_3,0,0,0,0
13_5_4,0,0,0,0
13_5_5,0,0,0,0
13_5_6,0,0,0,0
13_6_3,0,0,0,0
13_6_5,0,0,0,0
13_7_5,0,0,0,0
13_7_6,0,0,0,0
13_8_2,0,0,0,0
13_8_5,0,0,0,0
13_8_6,0,0,0,0
13_9_2,0.1,0,0,0
13_9_3,0.1,0,0,0
13_9_4,0.1,0,0,0
13_9_5,0,0,0,0
13_9_6,0,0,0,0
14_1_5,0,0,0,0
14_1_6,0.1,0,0,0
14_10_1,0.1,0,0,0
14_10_2,0.3,0,0,0
14_10_3,0.1,0,0,0
14_10_4,0,0,0,0
14_10_5,0,0,0,0
14_10_6,0.1,0,0,0
14_11_3,0.3,0,0,0
14_11_5,0,0,0,0
14_2_2,0,0,0,0
14_2_5,0,0,0,0
14_2_6,0,0,0,0
14_3_3,0,0,0,0
14_3_5,0,0,0,0
14_3_6,0,0,0,0
14_4_1,0.3,0,0,0
14_4_2,0,0,0,0
14_4_3,0.1,0,0,0
14_4_4,0.3,0,0,0
14_4_5,0,0,0,0
14_4_6,0,0,0,0
14_5_1,0.2,0,0,0
14_5_2,0.2,0,0,0
14_5_3,0,0,0,0
14_5_4,0,0,0,0
14_5_5,0,0,0,0
14_5_6,0,0,0,0
14_6_3,0,0,0,0
14_6_4,0,0,0,0
14_6_5,0,0,0,0
14_7_2,0,0,0,0
14_7_3,0,0,0,0
14_7_5,0,0,0,0
14_7_6,0,0,0,0
14_8_2,0,0,0,0
14_8_4,0.2,0,0,0
14_8_5,0,0,0,0
14_9_1,0.1,0,0,0
14_9_2,0.1,0,0,0
14_9_3,0.1,0,0,0
14_9_4,0.1,0,0,0
14_9_5,0,0,0,0
14_9_6,0,0,0,0
15_1_5,0,0,0,0
15_1_6,0.1,0,0,0
15_10_5,0.1,0,0,0
15_10_6,0.1,0,0,0
15_11_5,0,0,0,0
15_11_6,0.2,0,0,0
15_2_5,0,0,0,0
15_2_6,0,0,0,0
15_3_3,0,0,0,0
15_3_5,0,0,0,0
15_3_6,0,0,0,0
15_4_3,0,0,0,0
15_4_5,0,0,0,0
15_4_6,0,0,0,0
15_5_3,0,0,0,0
15_5_4,0,0,0,0
15_5_5,0,0,0,0
15_5_6,0,0,0,0
15_6_3,0,0,0,0
15_6_5,0,0,0,0
15_7_5,0,0,0,0
15_7_6,0,0,0,0
15_8_2,0,0,0,0
15_8_4,0.2,0,0,0
15_8_5,0,0,0,0
15_8_6,0.1,0,0,0
15_9_1,0.2,0,0,0
15_9_2,0.1,0,0,0
15_9_3,0,0,0,0
15_9_4,0.1,0,0,0
15_9_5,0,0,0,0
15_9_6,0,0,0,0
16_1_5,0,0,0,0
16_1_6,0.1,0,0,0
16_10_1,0.1,0,0,0
16_10_2,0,0,0,0
16_10_3,0.1,0,0,0
16_10_4,0.1,0,0,0
16_10_5,0,0,0,0
16_11_1,0.3,0,0,0
16_11_2,0.1,0,0,0
16_11_3,0.1,0,0,0
16_11_4,0.2,0,0,0
16_11_5,0,0,0,0
16_11_6,0.1,0,0,0
16_2_2,0.2,0,0,0
16_2_3,0.1,0,0,0
16_2_4,0.1,0,0,0
16_2_5,0,0,0,0
16_2_6,0,0,0,0
16_3_3,0,0,0,0
16_3_5,0,0,0,0
16_3_6,0,0,0,0
16_4_1,0.2,0,0,0
16_4_2,0,0,0,0
16_4_3,0.1,0,0,0
16_4_4,0,0,0,0
16_4_5,0,0,0,0
16_4_6,0,0,0,0
16_5_1,0,0,0,0
16_5_2,0,0,0,0
16_5_3,0,0,0,0
16_5_4,0,0,0,0
16_5_5,0,0,0,0
16_5_6,0,0,0,0
16_6_2,0.3,0,0,0
16_6_4,0,0,0,0
16_6_5,0,0,0,0
16_6_6,0,0,0,0
16_7_2,0.1,0,0,0
16_7_3,0.2,0,0,0
16_7_4,0.1,0,0,0
16_7_5,0,0,0,0
16_7_6,0,0,0,0
16_8_1,0.3,0,0,0
16_8_2,0,0,0,0
16_8_3,0.3,0,0,0
16_8_4,0.1,0,0,0
16_8_5,0,0,0,0
16_8_6,0.2,0,0,0
16_9_1,0.1,0,0,0
16_9_2,0.1,0,0,0
16_9_3,0.1,0,0,0
16_9_4,0.1,0,0,0
16_9_5,0,0,0,0
16_9_6,0,0,0,0
17_1_4,0.2,0,0,0
17_1_5,0,0,0,0
17_10_1,0.3,0,0,0
17_10_2,0.1,0,0,0
17_10_3,0.1,0,0,0
17_10_4,0,0,0,0
17_10_5,0,0,0,0
17_10_6,0.1,0,0,0
17_11_2,0.1,0,0,0
17_11_3,0.1,0,0,0
17_11_4,0.1,0,0,0
17_11_5,0,0,0,0
17_2_1,0,0,0,0
17_2_2,0.2,0,0,0
17_2_3,0,0,0,0
17_2_4,0.3,0,0,0
17_2_5,0,0,0,0
17_2_6,0,0,0,0
17_3_3,0,0,0,0
17_3_5,0,0,0,0
17_3_6,0,0,0,0
17_4_2,0.1,0,0,0
17_4_5,0,0,0,0
17_4_6,0,0,0,0
17_5_1,0,0,0,0
17_5_2,0,0,0,0
17_5_3,0,0,0,0
17_5_4,0,0,0,0
17_5_5,0,0,0,0
17_5_6,0,0,0,0
17_6_1,0.4,0,0,0
17_6_2,0,0,0,0
17_6_3,0,0,0,0
17_6_4,0,0,0,0
17_6_5,0,0,0,0
17_6_6,0,0,0,0
17_7_2,0,0,0,0
17_7_5,0,0,0,0
17_7_6,0,0,0,0
17_8_1,0,0,0,0
17_8_2,0,0,0,0
17_8_3,0.1,0,0,0
17_8_4,0.1,0,0,0
17_8_5,0,0,0,0
17_8_6,0.1,0,0,0
17_9_1,0,0,0,0
17_9_2,0.1,0,0,0
17_9_3,0.1,0,0,0
17_9_4,0.1,0,0,0
17_9_5,0,0,0,0
17_9_6,0,0,0,0
18_1_5,0,0,0,0
18_1_6,0.1,0,0,0
18_10_5,0.1,0,0,0
18_10_6,0.1,0,0,0
18_11_5,0,0,0,0
18_11_6,0.1,0,0,0
18_2_5,0,0,0,0
18_2_6,0,0,0,0
18_3_3,0,0,0,0
18_3_5,0,0,0,0
18_3_6,0,0,0,0
18_4_3,0.1,0,0,0
18_4_5,0,0,0,0
18_4_6,0,0,0,0
18_5_3,0,0,0,0
18_5_4,0,0,0,0
18_5_5,0,0,0,0
18_5_6,0,0,0,0
18_6_3,0.1,0,0,0
18_6_5,0,0,0,0
18_7_5,0,0,0,0
18_7_6,0.2,0,0,0
18_8_2,0,0,0,0
18_8_4,0.2,0,0,0
18_8_5,0,0,0,0
18_8_6,0,0,0,0
18_9_1,0.3,0,0,0
18_9_2,0.1,0,0,0
18_9_3,0.1,0,0,0
18_9_4,0.1,0,0,0
18_9_5,0,0,0,0
18_9_6,0,0,0,0
19_1_5,0,0,0,0
19_1_6,0.1,0,0,0
19_10_1,0.1,0,0,0
19_10_3,0.1,0,0,0
19_10_4,0,0,0,0
19_10_5,0,0,0,0
19_10_6,0.1,0,0,0
19_11_3,0.3,0,0,0
19_11_4,0,0,0,0
19_11_5,0,0,0,0
19_11_6,0.1,0,0,0
19_2_4,0,0,0,0
19_2_5,0,0,0,0
19_2_6,0,0,0,0
19_3_3,0,0,0,0
19_3_5,0,0,0,0
19_3_6,0,0,0,0
19_4_1,0.2,0,0,0
19_4_2,0.1,0,0,0
19_4_3,0,0,0,0
19_4_4,0.2,0,0,0
19_4_5,0,0,0,0
19_4_6,0,0,0,0
19_5_3,0,0,0,0
19_5_4,0,0,0,0
19_5_5,0,0,0,0
19_5_6,0,0,0,0
19_6_3,0,0,0,0
19_6_5,0,0,0,0
19_7_2,0.1,0,0,0
19_7_3,0.1,0,0,0
19_7_5,0,0,0,0
19_7_6,0,0,0,0
19_8_1,0,0,0,0
19_8_2,0,0,0,0
19_8_3,0.2,0,0,0
19_8_4,0,0,0,0
19_8_5,0,0,0,0
19_8_6,0.2,0,0,0
19_9_1,0,0,0,0
19_9_2,0.1,0,0,0
19_9_3,0.1,0,0,0
19_9_4,0.1,0,0,0
19_9_5,0.1,0,0,0
19_9_6,0,0,0,0
2_1_5,0,0,0,0
2_1_6,0.2,0,0,0
2_10_5,0.1,0,0,0
2_11_3,0,0,0,0
2_11_5,0,0,0,0
2_11_6,0.4,0,0,0
2_2_5,0,0,0,0
2_2_6,0,0,0,0
2_3_3,0,0,0,0
2_3_5,0,0,0,0
2_3_6,0,0,0,0
2_4_5,0,0,0,0
2_4_6,0,0,0,0
2_5_3,0,0,0,0
2_5_5,0,0,0,0
2_5_6,0,0,0,0
2_6_5,0,0,0,0
2_6_6,0,0,0,0
2_7_1,0,0,0,0
2_7_2,0,0,0,0
2_7_5,0,0,0,0
2_7_6,0,0,0,0
2_8_5,0,0,0,0
2_8_6,0.1,0,0,0
2_9_2,0.3,0,0,0
2_9_6,0,0,0,0
20_1_5,0,0,0,0
20_1_6,0,0,0,0
20_10_3,0,0,0,0
20_10_4,0,0,0,0
20_10_5,0.1,0,0,0
20_10_6,0.1,0,0,0
20_11_5,0,0,0,0
20_11_6,0.1,0,0,0
20_2_2,0,0,0,0
20_2_3,0,0,0,0
20_2_5,0,0,0,0
20_2_6,0,0,0,0
20_3_3,0,0,0,0
20_3_5,0,0,0,0
20_3_6,0,0,0,0
20_4_3,0,0,0,0
20_4_4,0,0,0,0
20_4_5,0,0,0,0
20_4_6,0,0,0,0
20_5_1,0,0,0,0
20_5_3,0,0,0,0
20_5_4,0,0,0,0
20_5_5,0,0,0,0
20_5_6,0,0,0,0
20_6_3,0.1,0,0,0
20_6_4,0,0,0,0
20_6_5,0,0,0,0
20_6_6,0,0,0,0
20_7_5,0,0,0,0
20_7_6,0.2,0,0,0
20_8_1,0,0,0,0
20_8_2,0,0,0,0
20_8_3,0.3,0,0,0
20_8_4,0.1,0,0,0
20_8_5,0,0,0,0
20_8_6,0.1,0,0,0
20_9_2,0.1,0,0,0
20_9_3,0.1,0,0,0
20_9_4,0.1,0,0,0
20_9_5,0.1,0,0,0
20_9_6,0,0,0,0
21_1_5,0,0,0,0
21_10_5,0,0,0,0
21_10_6,0.1,0,0,0
21_11_5,0,0,0,0
21_2_5,0,0,0,0
21_2_6,0,0,0,0
21_3_3,0,0,0,0
21_3_5,0,0,0,0
21_3_6,0,0,0,0
21_4_2,0,0,0,0
21_4_3,0.2,0,0,0
21_4_5,0,0,0,0
21_4_6,0,0,0,0
21_5_3,0,0,0,0
21_5_4,0,0,0,0
21_5_5,0,0,0,0
21_5_6,0,0,0,0
21_6_3,0,0,0,0
21_6_5,0,0,0,0
21_6_6,0.1,0,0,0
21_7_5,0,0,0,0
21_8_2,0,0,0,0
21_8_4,0.2,0,0,0
21_8_5,0,0,0,0
21_8_6,0.3,0,0,0
21_9_5,0.1,0,0,0
21_9_6,0,0,0,0
22_1_5,0,0,0,0
22_1_6,0.2,0,0,0
22_10_5,0.1,0,0,0
22_10_6,0.1,0,0,0
22_11_5,0.1,0,0,0
22_2_3,0.1,0,0,0
22_2_4,0,0,0,0
22_2_5,0,0,0,0
22_2_6,0,0,0,0
22_3_3,0,0,0,0
22_3_5,0,0,0,0
22_3_6,0,0,0,0
22_4_5,0,0,0,0
22_4_6,0,0,0,0
22_5_3,0,0,0,0
22_5_4,0,0,0,0
22_5_5,0,0,0,0
22_5_6,0,0,0,0
22_6_3,0.1,0,0,0
22_6_5,0,0,0,0
22_6_6,0,0,0,0
22_7_2,0.3,0,0,0
22_7_5,0,0,0,0
22_8_2,0,0,0,0
22_8_5,0,0,0,0
22_8_6,0.2,0,0,0
22_9_5,0.1,0,0,0
22_9_6,0,0,0,0
23_1_5,0,0,0,0
23_1_6,0.2,0,0,0
23_10_2,0.3,0,0,0
23_10_4,0.2,0,0,0
23_10_5,0,0,0,0
23_10_6,0.1,0,0,0
23_11_3,0.1,0,0,0
23_11_5,0,0,0,0
23_11_6,0.1,0,0,0
23_2_3,0.2,0,0,0
23_2_5,0,0,0,0
23_2_6,0,0,0,0
23_3_3,0,0,0,0
23_3_5,0,0,0,0
23_3_6,0,0,0,0
23_4_2,0.2,0,0,0
23_4_3,0,0,0,0
23_4_4,0.1,0,0,0
23_4_5,0,0,0,0
23_4_6,0,0,0,0
23_5_1,0,0,0,0
23_5_2,0,0,0,0
23_5_3,0,0,0,0
23_5_4,0,0,0,0
23_5_5,0,0,0,0
23_5_6,0,0,0,0
23_6_3,0.1,0,0,0
23_6_5,0,0,0,0
23_7_5,0,0,0,0
23_7_6,0,0,0,0
23_8_2,0,0,0,0
23_8_4,0.1,0,0,0
23_8_5,0,0,0,0
23_8_6,0.1,0,0,0
23_9_1,0.2,0,0,0
23_9_2,0.1,0,0,0
23_9_3,0.1,0,0,0
23_9_4,0.1,0,0,0
23_9_5,0.1,0,0,0
23_9_6,0,0,0,0
24_1_5,0,0,0,0
24_1_6,0.2,0,0,0
24_10_5,0,0,0,0
24_10_6,0.2,0,0,0
24_11_5,0.1,0,0,0
24_11_6,0.3,0,0,0
24_2_3,0.3,0,0,0
24_2_5,0,0,0,0
24_2_6,0,0,0,0
24_3_3,0,0,0,0
24_3_5,0,0,0,0
24_3_6,0,0,0,0
24_4_2,0.1,0,0,0
24_4_3,0,0,0,0
24_4_4,0.1,0,0,0
24_4_5,0,0,0,0
24_4_6,0,0,0,0
24_5_1,0,0,0,0
24_5_2,0,0,0,0
24_5_3,0,0,0,0
24_5_4,0,0,0,0
24_5_5,0,0,0,0
24_5_6,0,0,0,0
24_6_3,0,0,0,0
24_6_5,0,0,0,0
24_6_6,0,0,0,0
24_7_3,0.2,0,0,0
24_7_5,0,0,0,0
24_8_2,0,0,0,0
24_8_3,0.2,0,0,0
24_8_4,0,0,0,0
24_8_5,0,0,0,0
24_8_6,0.1,0,0,0
24_9_1,0.2,0,0,0
24_9_2,0.1,0,0,0
24_9_3,0.1,0,0,0
24_9_4,0.1,0,0,0
24_9_5,0,0,0,0
24_9_6,0,0,0,0
25_1_1,0,0,0,0
25_1_2,0,0,0,0
25_1_4,0.1,0,0,0
25_1_5,0,0,0,0
25_10_1,0,0,0,0
25_10_2,0,0,0,0
25_10_3,0,0,0,0
25_10_4,0.1,0,0,0
25_10_5,0,0,0,0
25_10_6,0.1,0,0,0
25_11_1,0,0,0,0
25_11_2,0.1,0,0,0
25_11_3,0.1,0,0,0
25_11_4,0,0,0,0
25_11_5,0,0,0,0
25_2_5,0,0,0,0
25_2_6,0,0,0,0
25_3_1,0,0,0,0
25_3_2,0,0,0,0
25_3_3,0,0,0,0
25_3_4,0,0,0,0
25_3_5,0,0,0,0
25_3_6,0,0,0,0
25_4_1,0,0,0,0
25_4_2,0,0,0,0
25_4_3,0,0,0,0
25_4_4,0,0,0,0
25_4_5,0,0,0,0
25_4_6,0,0,0,0
25_5_1,0,0,0,0
25_5_2,0,0,0,0
25_5_3,0,0,0,0
25_5_4,0,0,0,0
25_5_5,0,0,0,0
25_5_6,0,0,0,0
25_6_1,0,0,0,0
25_6_2,0,0,0,0
25_6_3,0,0,0,0
25_6_5,0,0,0,0
25_6_6,0.1,0,0,0
25_7_2,0,0,0,0
25_7_3,0,0,0,0
25_7_4,0,0,0,0
25_7_5,0,0,0,0
25_7_6,0,0,0,0
25_8_1,0,0,0,0
25_8_2,0,0,0,0
25_8_3,0.1,0,0,0
25_8_4,0,0,0,0
25_8_5,0,0,0,0
25_8_6,0.1,0,0,0
25_9_1,0.3,0,0,0
25_9_2,0.1,0,0,0
25_9_3,0.1,0,0,0
25_9_4,0.1,0,0,0
25_9_5,0.1,0,0,0
25_9_6,0,0,0,0
26_1_4,0.1,0,0,0
26_1_5,0,0,0,0
26_1_6,0,0,0,0
26_10_1,0,0,0,0
26_10_2,0,0,0,0
26_10_3,0,0,0,0
26_10_4,0.3,0,0,0
26_10_5,0,0,0,0
26_10_6,0.1,0,0,0
26_11_1,0.1,0,0,0
26_11_2,0.1,0,0,0
26_11_3,0,0,0,0
26_11_4,0,0,0,0
26_11_5,0,0,0,0
26_11_6,0.2,0,0,0
26_2_3,0.2,0,0,0
26_2_5,0,0,0,0
26_2_6,0,0,0,0
26_3_1,0,0,0,0
26_3_3,0,0,0,0
26_3_4,0,0,0,0
26_3_5,0,0,0,0
26_3_6,0,0,0,0
26_4_2,0.1,0,0,0
26_4_3,0,0,0,0
26_4_4,0.2,0,0,0
26_4_5,0,0,0,0
26_4_6,0,0,0,0
26_5_1,0,0,0,0
26_5_2,0,0,0,0
26_5_3,0,0,0,0
26_5_4,0,0,0,0
26_5_5,0,0,0,0
26_5_6,0,0,0,0
26_6_1,0,0,0,0
26_6_2,0,0,0,0
26_6_3,0,0,0,0
26_6_4,0.1,0,0,0
26_6_5,0,0,0,0
26_6_6,0,0,0,0
26_7_2,0,0,0,0
26_7_3,0,0,0,0
26_7_4,0,0,0,0
26_7_5,0,0,0,0
26_7_6,0,0,0,0
26_8_2,0,0,0,0
26_8_3,0.3,0,0,0
26_8_4,0.2,0,0,0
26_8_5,0,0,0,0
26_8_6,0,0,0,0
26_9_2,0.1,0,0,0
26_9_3,0.1,0,0,0
26_9_4,0.3,0,0,0
26_9_5,0,0,0,0
26_9_6,0,0,0,0
27_1_5,0,0,0,0
27_10_2,0.1,0,0,0
27_10_3,0.1,0,0,0
27_10_5,0,0,0,0
27_10_6,0.1,0,0,0
27_11_2,0.4,0,0,0
27_11_3,0.3,0,0,0
27_11_5,0,0,0,0
27_11_6,0.1,0,0,0
27_2_4,0.1,0,0,0
27_2_5,0,0,0,0
27_2_6,0,0,0,0
27_3_3,0,0,0,0
27_3_4,0,0,0,0
27_3_5,0,0,0,0
27_3_6,0,0,0,0
27_4_1,0,0,0,0
27_4_2,0.1,0,0,0
27_4_3,0.1,0,0,0
27_4_5,0,0,0,0
27_4_6,0,0,0,0
27_5_1,0,0,0,0
27_5_2,0,0,0,0
27_5_3,0,0,0,0
27_5_4,0,0,0,0
27_5_5,0,0,0,0
27_5_6,0,0,0,0
27_6_2,0.3,0,0,0
27_6_3,0,0,0,0
27_6_4,0,0,0,0
27_6_5,0,0,0,0
27_6_6,0,0,0,0
27_7_2,0,0,0,0
27_7_3,0,0,0,0
27_7_5,0,0,0,0
27_7_6,0,0,0,0
27_8_2,0,0,0,0
27_8_5,0,0,0,0
27_8_6,0,0,0,0
27_9_2,0.1,0,0,0
27_9_3,0.1,0,0,0
27_9_4,0.3,0,0,0
27_9_5,0,0,0,0
27_9_6,0,0,0,0
28_1_4,0.2,0,0,0
28_1_5,0,0,0,0
28_1_6,0.1,0,0,0
28_10_2,0,0,0,0
28_10_3,0,0,0,0
28_10_4,0.3,0,0,0
28_10_5,0,0,0,0
28_10_6,0.1,0,0,0
28_11_1,0.3,0,0,0
28_11_2,0.1,0,0,0
28_11_3,0,0,0,0
28_11_4,0,0,0,0
28_11_5,0.1,0,0,0
28_11_6,0.1,0,0,0
28_2_3,0,0,0,0
28_2_5,0,0,0,0
28_2_6,0,0,0,0
28_3_3,0,0,0,0
28_3_5,0,0,0,0
28_3_6,0,0,0,0
28_4_2,0,0,0,0
28_4_3,0,0,0,0
28_4_4,0.2,0,0,0
28_4_5,0,0,0,0
28_4_6,0,0,0,0
28_5_1,0,0,0,0
28_5_2,0,0,0,0
28_5_3,0,0,0,0
28_5_4,0,0,0,0
28_5_5,0,0,0,0
28_5_6,0,0,0,0
28_6_3,0.1,0,0,0
28_6_4,0.1,0,0,0
28_6_5,0,0,0,0
28_6_6,0,0,0,0
28_7_2,0,0,0,0
28_7_3,0,0,0,0
28_7_4,0,0,0,0
28_7_5,0,0,0,0
28_7_6,0,0,0,0
28_8_2,0,0,0,0
28_8_3,0.1,0,0,0
28_8_5,0,0,0,0
28_8_6,0.1,0,0,0
28_9_2,0.1,0,0,0
28_9_3,0,0,0,0
28_9_5,0,0,0,0
28_9_6,0,0,0,0
29_1_5,0,0,0,0
29_1_6,0.2,0,0,0
29_10_3,0.1,0,0,0
29_10_4,0,0,0,0
29_10_5,0.1,0,0,0
29_10_6,0.1,0,0,0
29_11_3,0.1,0,0,0
29_11_5,0.1,0,0,0
29_2_5,0,0,0,0
29_2_6,0,0,0,0
29_3_3,0,0,0,0
29_3_5,0,0,0,0
29_3_6,0,0,0,0
29_4_1,0,0,0,0
29_4_2,0.2,0,0,0
29_4_5,0,0,0,0
29_4_6,0,0,0,0
29_5_1,0,0,0,0
29_5_2,0,0,0,0
29_5_3,0,0,0,0
29_5_4,0,0,0,0
29_5_5,0,0,0,0
29_5_6,0,0,0,0
29_6_5,0,0,0,0
29_7_5,0,0,0,0
29_7_6,0,0,0,0
29_8_2,0,0,0,0
29_8_4,0.1,0,0,0
29_8_5,0,0,0,0
29_8_6,0.1,0,0,0
29_9_2,0.1,0,0,0
29_9_3,0.1,0,0,0
29_9_4,0.1,0,0,0
29_9_5,0,0,0,0
29_9_6,0,0,0,0
3_1_5,0,0,0,0
3_10_5,0,0,0,0
3_10_6,0.1,0,0,0
3_11_5,0,0,0,0
